satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,disloyal Customer,34,Business travel,Business,1789,2,2,2,1,4,2,3,4,5,5,5,4,4,4,48,44.0
1,Loyal Customer,34,Personal Travel,Eco,2242,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0
1,Loyal Customer,65,Personal Travel,Eco,1021,5,4,4,4,5,5,5,5,5,5,4,2,5,5,0,2.0
1,Loyal Customer,48,Business travel,Business,3163,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0.0
0,Loyal Customer,65,Personal Travel,Eco,3992,2,4,2,2,1,2,1,1,5,3,5,3,2,1,0,0.0
1,Loyal Customer,57,Business travel,Business,117,0,5,0,4,4,4,4,1,1,1,1,3,1,3,20,28.0
1,Loyal Customer,40,Business travel,Business,1692,1,1,1,1,2,4,4,5,5,5,5,5,5,3,1,0.0
1,Loyal Customer,39,Business travel,Business,1203,5,2,5,5,4,5,5,4,4,4,4,3,4,3,5,1.0
0,disloyal Customer,20,Business travel,Eco,1640,1,4,1,3,3,1,3,3,2,5,3,4,3,3,5,5.0
0,Loyal Customer,27,Personal Travel,Eco,3506,3,0,3,5,3,4,4,5,4,5,5,4,3,4,1,0.0
1,Loyal Customer,29,Business travel,Business,4049,3,3,3,3,5,5,5,5,5,4,5,3,5,5,4,0.0
1,Loyal Customer,43,Business travel,Eco,2089,5,2,3,2,5,5,5,5,4,3,5,5,5,5,469,493.0
1,Loyal Customer,27,Personal Travel,Eco,1761,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,0.0
1,Loyal Customer,17,Personal Travel,Eco,1699,4,4,4,1,1,4,1,1,2,3,2,3,4,1,0,0.0
0,disloyal Customer,21,Business travel,Eco,1871,2,4,2,2,4,2,4,4,5,2,4,5,4,4,7,2.0
1,Loyal Customer,41,Personal Travel,Eco Plus,284,4,5,4,1,3,4,3,3,5,4,3,4,4,3,0,0.0
0,disloyal Customer,36,Business travel,Eco,1278,2,0,2,5,1,2,4,1,2,5,1,1,3,1,28,37.0
1,Loyal Customer,26,Business travel,Business,2001,1,1,3,1,5,5,5,5,4,3,5,4,5,5,0,0.0
1,Loyal Customer,46,Personal Travel,Eco,457,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,25,Business travel,Business,4487,5,5,5,5,4,4,4,4,4,3,5,3,5,4,11,0.0
1,Loyal Customer,53,Business travel,Eco,1572,5,4,4,4,5,5,5,5,2,2,5,2,4,5,0,0.0
1,Loyal Customer,39,Business travel,Business,3123,5,5,5,5,5,5,1,4,4,5,4,5,4,1,0,0.0
0,Loyal Customer,21,Personal Travel,Eco,2092,3,5,3,2,3,3,3,3,2,1,1,5,5,3,24,24.0
1,Loyal Customer,64,Business travel,Eco,1358,5,2,2,2,5,5,5,5,1,4,4,4,5,5,0,0.0
1,Loyal Customer,54,Business travel,Business,3043,4,4,4,4,3,5,4,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,57,Business travel,Business,1587,4,4,4,4,2,5,4,5,5,5,5,3,5,4,0,0.0
0,disloyal Customer,21,Business travel,Eco,2174,1,0,0,3,2,0,2,2,3,3,5,4,5,2,1,0.0
1,Loyal Customer,8,Personal Travel,Eco Plus,2367,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,42,Business travel,Business,3485,3,3,3,3,2,1,5,5,5,5,5,1,5,4,0,0.0
1,Loyal Customer,48,Business travel,Eco Plus,942,4,2,2,2,5,5,3,4,4,4,4,2,4,5,0,1.0
0,Loyal Customer,47,Personal Travel,Eco,3090,4,3,4,2,4,4,3,3,1,1,5,3,5,3,163,158.0
1,Loyal Customer,38,Business travel,Business,352,0,0,0,3,4,5,5,2,2,2,2,5,2,4,6,0.0
1,Loyal Customer,29,Business travel,Business,1491,1,1,1,1,5,5,3,5,1,3,5,1,4,5,106,98.0
1,Loyal Customer,39,Business travel,Business,3793,3,3,3,3,2,5,5,5,5,5,5,5,5,5,9,0.0
0,disloyal Customer,45,Business travel,Business,2214,2,2,2,3,2,2,2,2,1,3,4,2,4,2,40,38.0
0,disloyal Customer,27,Business travel,Business,1641,2,1,1,4,3,1,3,3,3,4,3,1,3,3,0,0.0
0,Loyal Customer,85,Business travel,Business,3765,3,2,2,2,2,3,3,1,2,3,3,3,1,3,14,7.0
1,Loyal Customer,25,Business travel,Business,3497,3,3,3,3,5,4,5,5,3,4,3,3,4,5,21,0.0
1,Loyal Customer,26,Business travel,Business,5570,4,4,4,4,3,3,3,3,5,5,5,3,4,3,158,213.0
1,Loyal Customer,37,Personal Travel,Eco,1449,0,3,0,4,3,0,3,3,3,5,5,4,3,3,72,72.0
1,Loyal Customer,62,Personal Travel,Eco,428,0,1,1,3,4,5,4,5,5,5,5,4,5,3,0,1.0
1,Loyal Customer,24,Business travel,Business,1846,3,3,3,3,5,5,5,5,3,4,5,1,3,5,0,0.0
1,Loyal Customer,23,Business travel,Business,3824,4,4,4,4,4,4,4,4,4,3,4,5,5,4,0,0.0
0,Loyal Customer,70,Personal Travel,Eco,1997,1,5,1,2,5,1,5,5,4,4,4,1,3,5,0,0.0
1,Loyal Customer,56,Personal Travel,Eco Plus,230,3,4,3,3,5,4,5,5,5,3,5,5,4,5,0,0.0
1,Loyal Customer,58,Business travel,Business,3399,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0.0
1,Loyal Customer,15,Personal Travel,Eco,1703,3,3,3,3,5,5,5,5,5,5,4,5,5,3,67,62.0
1,Loyal Customer,26,Business travel,Business,2580,2,2,2,2,4,4,4,4,4,4,5,4,5,4,0,0.0
0,Loyal Customer,52,Business travel,Eco,2657,2,2,2,2,2,2,2,2,2,4,3,1,4,2,33,7.0
0,Loyal Customer,58,Personal Travel,Eco,1001,3,5,3,4,2,5,5,5,5,3,5,3,5,3,0,0.0
1,Loyal Customer,40,Business travel,Eco Plus,2255,5,2,2,2,5,5,5,5,4,3,2,5,2,5,0,23.0
1,Loyal Customer,45,Business travel,Business,765,4,4,3,4,3,5,4,5,5,5,5,5,5,4,3,20.0
0,Loyal Customer,44,Business travel,Business,2775,2,4,4,4,3,3,4,2,2,2,2,3,2,2,0,0.0
0,Loyal Customer,41,Business travel,Business,2839,2,5,5,5,5,4,4,2,2,3,2,4,2,3,0,0.0
0,Loyal Customer,30,Personal Travel,Eco Plus,1724,3,5,3,4,1,3,1,1,5,3,4,5,4,1,0,0.0
0,disloyal Customer,9,Business travel,Eco,2417,4,4,4,3,5,4,5,5,3,2,4,2,4,5,40,31.0
1,Loyal Customer,58,Personal Travel,Eco,592,1,1,1,1,2,2,2,2,5,4,5,4,5,2,5,0.0
1,Loyal Customer,18,Personal Travel,Eco,2140,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0.0
0,Loyal Customer,23,Personal Travel,Eco,2391,1,3,1,4,5,1,5,5,2,5,4,2,2,5,86,81.0
0,disloyal Customer,45,Business travel,Eco Plus,2540,3,3,3,2,5,3,5,5,4,2,1,4,1,5,17,1.0
1,Loyal Customer,32,Business travel,Business,2214,1,1,1,1,4,4,4,4,1,3,4,1,1,4,0,0.0
0,Loyal Customer,44,Business travel,Business,70,1,3,3,3,1,1,2,3,3,3,1,3,3,2,17,15.0
1,Loyal Customer,48,Business travel,Eco,1619,5,4,4,4,3,5,3,3,3,1,2,2,1,3,0,0.0
1,Loyal Customer,39,Business travel,Business,1106,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0.0
0,disloyal Customer,37,Business travel,Eco,1639,4,0,4,1,2,4,2,2,5,2,2,2,4,2,0,0.0
0,Loyal Customer,40,Personal Travel,Eco,2144,4,3,3,4,1,3,4,1,1,1,3,4,4,1,0,0.0
0,Loyal Customer,37,Business travel,Eco,1643,1,5,3,5,1,1,1,1,4,1,4,4,4,1,0,0.0
1,Loyal Customer,40,Business travel,Business,2736,4,4,4,4,4,4,4,1,1,4,5,4,3,4,0,22.0
0,Loyal Customer,16,Personal Travel,Business,2184,4,5,4,3,2,4,2,2,5,4,4,5,4,2,31,25.0
1,Loyal Customer,41,Business travel,Business,1507,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,15,Personal Travel,Eco,1020,2,4,2,1,3,2,3,3,5,2,3,5,1,3,3,0.0
0,disloyal Customer,17,Business travel,Eco,1790,4,4,4,3,5,4,5,5,2,4,3,2,3,5,52,65.0
0,Loyal Customer,27,Business travel,Business,2191,2,1,5,1,2,2,2,2,3,2,3,4,3,2,0,0.0
0,Loyal Customer,30,Business travel,Eco,3721,1,3,3,3,1,1,1,1,3,2,3,1,1,1,0,11.0
1,disloyal Customer,55,Business travel,Business,2263,5,5,5,4,5,5,5,5,3,3,5,5,4,5,17,0.0
1,Loyal Customer,33,Business travel,Business,631,3,3,3,3,5,5,5,3,3,3,3,4,3,4,0,0.0
1,Loyal Customer,57,Business travel,Business,3782,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,0.0
1,Loyal Customer,44,Business travel,Eco,1312,4,1,1,1,4,4,4,4,4,2,3,1,4,4,0,0.0
1,Loyal Customer,23,Business travel,Business,4089,1,1,1,1,5,5,5,5,4,5,4,5,4,5,0,9.0
0,Loyal Customer,50,Business travel,Business,1531,1,4,4,4,1,2,2,1,1,1,1,3,1,3,0,11.0
1,Loyal Customer,35,Business travel,Business,2172,5,5,5,5,5,4,4,5,5,5,5,5,5,3,16,5.0
0,Loyal Customer,47,Personal Travel,Eco,1323,3,3,3,3,4,3,4,4,3,5,2,1,2,4,17,29.0
0,disloyal Customer,47,Business travel,Eco,1705,1,2,1,1,4,1,4,4,1,5,2,3,2,4,0,0.0
1,Loyal Customer,60,Business travel,Eco,666,4,2,2,2,5,2,3,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,58,Personal Travel,Eco,2568,3,3,3,1,5,3,5,5,5,2,5,1,1,5,0,0.0
1,Loyal Customer,43,Business travel,Business,2192,2,2,4,2,3,4,4,5,5,5,5,4,5,3,24,4.0
0,Loyal Customer,50,Personal Travel,Eco,1366,1,3,1,4,2,1,5,2,2,2,3,4,3,2,0,0.0
1,disloyal Customer,39,Business travel,Business,2212,3,3,3,4,4,3,4,4,3,1,2,2,1,4,54,49.0
0,Loyal Customer,27,Business travel,Business,4370,2,4,4,4,2,2,2,2,4,4,4,4,4,2,0,0.0
0,Loyal Customer,39,Personal Travel,Eco,1422,2,3,2,3,3,2,3,3,3,3,3,3,3,3,0,0.0
1,Loyal Customer,40,Business travel,Business,2408,3,3,3,3,4,4,4,5,3,3,2,4,5,4,4,5.0
1,Loyal Customer,56,Business travel,Business,260,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0
1,Loyal Customer,42,Business travel,Eco,2410,5,2,2,2,4,4,3,5,5,5,5,3,5,1,2,0.0
1,Loyal Customer,33,Business travel,Business,6537,1,1,1,1,4,4,4,4,1,4,5,4,3,4,0,0.0
1,Loyal Customer,48,Business travel,Business,2453,3,3,3,3,2,4,4,4,4,5,4,3,4,4,48,34.0
0,disloyal Customer,44,Business travel,Eco Plus,2149,1,1,1,4,3,1,3,3,3,2,3,1,4,3,21,11.0
0,Loyal Customer,22,Personal Travel,Eco,2546,4,5,4,3,2,4,3,2,5,4,5,3,5,2,0,0.0
0,disloyal Customer,38,Business travel,Eco,1979,1,1,1,4,1,1,1,1,2,4,3,3,3,1,0,0.0
0,Loyal Customer,8,Business travel,Eco,1688,1,3,3,3,1,1,1,1,1,4,4,4,4,1,0,2.0
1,Loyal Customer,37,Business travel,Eco,1863,4,1,1,1,4,4,4,4,2,2,5,4,1,4,52,47.0
0,disloyal Customer,43,Business travel,Business,3529,3,3,3,1,2,3,1,2,5,3,5,5,5,2,0,0.0
0,Loyal Customer,34,Business travel,Business,2773,2,4,4,4,2,3,3,2,2,1,2,1,2,1,30,21.0
0,disloyal Customer,21,Business travel,Eco,2095,3,3,3,4,1,3,1,1,2,2,3,4,3,1,5,4.0
1,Loyal Customer,51,Personal Travel,Eco,1345,5,4,1,4,4,1,4,4,5,4,2,1,1,4,0,0.0
0,Loyal Customer,18,Business travel,Business,3275,4,3,3,3,4,4,4,4,2,4,3,1,4,4,0,0.0
1,Loyal Customer,60,Business travel,Business,2404,5,5,5,5,5,4,5,4,4,4,4,3,4,4,15,0.0
1,Loyal Customer,25,Business travel,Business,2903,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,5.0
0,disloyal Customer,23,Business travel,Eco,1220,2,0,2,5,4,2,1,4,4,3,5,3,4,4,0,1.0
0,Loyal Customer,48,Business travel,Business,1789,4,4,2,2,5,3,4,4,4,4,4,4,4,4,52,47.0
1,Loyal Customer,39,Personal Travel,Eco,1431,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,15,Personal Travel,Eco,1900,4,3,3,3,4,4,4,4,4,4,5,2,3,4,25,54.0
0,disloyal Customer,40,Business travel,Business,1247,1,1,1,1,3,1,4,3,2,2,4,1,2,3,0,0.0
0,Loyal Customer,48,Business travel,Eco,1857,3,2,1,2,4,3,4,4,4,3,3,1,4,4,0,22.0
0,disloyal Customer,65,Personal Travel,Eco,2660,3,4,3,3,5,3,5,5,4,5,4,4,4,5,24,9.0
1,Loyal Customer,18,Business travel,Business,5168,2,2,2,2,4,4,4,4,4,2,1,3,3,4,0,0.0
0,disloyal Customer,36,Business travel,Business,1859,4,4,4,1,2,4,2,2,4,5,4,5,5,2,0,5.0
0,Loyal Customer,61,Business travel,Business,869,2,4,4,4,5,3,3,2,2,2,2,2,2,4,11,0.0
0,Loyal Customer,37,Business travel,Eco,2136,4,1,1,1,4,4,4,2,5,3,4,4,4,4,177,196.0
0,Loyal Customer,49,Business travel,Business,2202,2,1,1,1,5,4,3,2,2,2,2,4,2,4,0,0.0
1,Loyal Customer,12,Personal Travel,Business,1652,5,4,4,4,4,1,1,5,5,5,5,4,5,3,38,20.0
1,Loyal Customer,43,Business travel,Business,273,0,0,0,5,4,5,5,2,2,1,1,3,2,3,11,8.0
1,Loyal Customer,41,Business travel,Business,2382,3,3,3,3,5,5,5,4,4,4,4,3,4,5,14,0.0
1,disloyal Customer,20,Business travel,Business,3151,5,0,5,3,3,5,3,3,5,2,4,3,5,3,0,0.0
0,disloyal Customer,17,Business travel,Eco,1114,2,0,2,2,2,2,2,2,5,5,4,5,5,2,0,0.0
1,Loyal Customer,37,Business travel,Business,1056,5,5,5,5,2,1,2,4,4,4,4,5,4,2,0,3.0
0,Loyal Customer,10,Personal Travel,Eco,2909,3,3,3,3,5,3,5,5,1,4,4,1,4,5,10,0.0
1,Loyal Customer,20,Business travel,Business,2948,5,5,5,5,5,5,5,5,1,4,4,4,2,5,0,1.0
1,Loyal Customer,42,Business travel,Business,470,2,2,2,2,3,4,4,4,4,4,4,5,4,5,111,115.0
1,Loyal Customer,51,Business travel,Business,3725,5,5,5,5,2,1,1,4,4,4,5,4,4,5,0,0.0
1,Loyal Customer,36,Business travel,Business,530,3,3,3,3,2,4,5,5,5,4,5,4,5,5,0,0.0
0,Loyal Customer,68,Personal Travel,Eco,1896,1,5,1,2,4,1,3,4,3,2,4,3,5,4,0,0.0
0,Loyal Customer,60,Business travel,Business,1602,2,1,1,1,2,4,4,2,2,2,2,2,2,1,0,0.0
0,Loyal Customer,40,Personal Travel,Eco,3660,4,2,4,3,4,4,4,1,1,1,3,4,1,4,98,74.0
0,Loyal Customer,56,Personal Travel,Eco,2002,1,5,1,5,4,1,1,4,5,3,4,5,4,4,55,70.0
0,Loyal Customer,68,Personal Travel,Eco,1685,2,4,2,1,4,2,4,4,5,5,4,3,5,4,12,8.0
0,Loyal Customer,22,Business travel,Business,1850,2,4,4,4,2,2,2,2,1,3,4,3,4,2,6,15.0
0,Loyal Customer,66,Personal Travel,Eco,1912,1,3,1,4,4,1,4,4,3,4,4,2,4,4,14,14.0
0,disloyal Customer,28,Business travel,Eco,1913,1,1,1,2,5,1,1,5,1,1,1,2,3,5,0,0.0
0,Loyal Customer,61,Personal Travel,Eco,2284,3,5,3,3,3,3,3,3,5,4,5,5,5,3,0,0.0
1,Loyal Customer,41,Business travel,Eco Plus,1487,5,4,4,4,1,3,4,5,5,5,5,1,5,2,0,0.0
0,Loyal Customer,60,Business travel,Eco Plus,2086,2,5,5,5,2,2,2,1,3,2,3,2,1,2,191,183.0
0,disloyal Customer,36,Business travel,Business,1632,3,3,3,5,1,3,1,1,5,5,4,2,1,1,9,0.0
0,Loyal Customer,68,Personal Travel,Eco,4139,3,1,4,4,5,4,5,5,2,5,3,2,4,5,0,0.0
0,Loyal Customer,27,Business travel,Eco,1441,1,3,3,3,1,1,1,1,4,3,4,3,4,1,0,16.0
1,Loyal Customer,19,Personal Travel,Eco,2905,5,5,5,5,1,4,4,5,5,5,5,2,5,1,33,20.0
0,disloyal Customer,23,Business travel,Eco,1964,3,4,3,4,4,3,4,4,3,2,4,2,3,4,100,84.0
1,Loyal Customer,46,Business travel,Business,3607,3,3,3,3,3,4,5,5,5,5,5,4,5,4,9,2.0
0,disloyal Customer,29,Business travel,Business,2170,1,1,1,5,5,1,5,5,3,4,5,5,5,5,42,40.0
1,Loyal Customer,55,Personal Travel,Eco,589,4,4,4,4,4,4,4,4,2,3,2,3,4,4,7,5.0
1,Loyal Customer,25,Business travel,Business,4086,2,2,3,2,4,4,3,4,1,3,5,3,3,4,9,13.0
1,disloyal Customer,49,Personal Travel,Eco,4092,0,2,1,4,2,1,3,2,1,1,4,4,3,2,0,0.0
1,Loyal Customer,53,Business travel,Business,2522,1,1,1,1,5,1,1,4,4,4,4,3,4,5,1,0.0
1,Loyal Customer,50,Business travel,Business,1353,1,1,1,1,5,4,5,5,5,5,5,3,5,5,0,0.0
1,Loyal Customer,43,Business travel,Business,2714,0,0,0,1,3,4,4,4,4,4,4,5,4,5,49,37.0
0,Loyal Customer,23,Personal Travel,Eco,1429,2,5,0,5,5,0,5,5,1,5,2,4,2,5,20,29.0
1,Loyal Customer,48,Business travel,Business,5397,1,1,1,1,2,2,2,3,4,4,4,2,5,2,206,197.0
0,Loyal Customer,22,Personal Travel,Eco,3446,3,4,3,5,1,3,1,1,4,5,5,3,4,1,6,0.0
1,Loyal Customer,48,Business travel,Eco,313,5,1,1,1,2,3,2,4,4,5,4,4,4,1,0,0.0
0,Loyal Customer,32,Business travel,Business,1735,2,1,1,1,1,1,2,1,4,3,4,4,3,1,3,0.0
1,Loyal Customer,15,Personal Travel,Eco,1596,5,5,5,5,2,3,5,4,4,4,4,5,4,5,0,0.0
0,Loyal Customer,42,Business travel,Business,2155,2,5,5,5,5,3,3,2,2,2,2,3,2,2,0,6.0
1,Loyal Customer,57,Business travel,Business,1569,2,2,2,2,5,5,4,2,2,2,2,3,2,4,0,0.0
1,Loyal Customer,59,Personal Travel,Eco,1050,5,5,5,3,5,4,4,5,5,5,5,4,5,3,10,4.0
0,Loyal Customer,51,Business travel,Eco,2586,4,5,4,5,4,4,4,4,5,4,3,4,3,4,3,0.0
0,Loyal Customer,61,Business travel,Eco Plus,371,2,2,3,2,5,4,4,3,3,2,3,4,3,1,0,0.0
1,Loyal Customer,58,Business travel,Business,628,4,4,4,4,4,5,4,2,2,3,2,5,2,5,26,23.0
0,Loyal Customer,32,Business travel,Eco Plus,3496,1,4,1,1,1,1,1,1,3,1,4,3,4,1,0,0.0
1,Loyal Customer,46,Business travel,Business,2650,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,3.0
0,Loyal Customer,64,Personal Travel,Eco,267,4,1,4,4,2,3,3,5,5,4,2,4,5,2,0,0.0
1,Loyal Customer,50,Business travel,Business,2429,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0.0
1,Loyal Customer,25,Business travel,Business,3902,2,2,2,2,4,4,4,4,3,4,3,2,5,4,0,0.0
0,Loyal Customer,57,Personal Travel,Eco,93,4,5,4,2,3,4,4,2,2,4,2,3,2,4,0,0.0
0,Loyal Customer,31,Personal Travel,Eco Plus,1759,2,4,2,3,3,2,4,3,3,2,4,5,5,3,0,0.0
0,Loyal Customer,44,Personal Travel,Eco,1023,4,5,4,5,4,5,5,3,3,4,3,4,3,5,0,16.0
1,disloyal Customer,23,Business travel,Eco,1407,5,0,5,4,3,5,4,3,1,2,5,5,5,3,77,64.0
1,Loyal Customer,49,Business travel,Business,75,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0.0
0,disloyal Customer,22,Business travel,Eco,1437,3,1,3,2,1,3,1,1,4,3,1,3,2,1,5,6.0
0,disloyal Customer,29,Business travel,Business,2653,3,2,2,1,4,2,4,4,5,2,4,4,4,4,0,1.0
1,Loyal Customer,11,Personal Travel,Eco Plus,1706,3,3,4,3,4,4,5,4,4,4,4,4,4,3,2,3.0
1,Loyal Customer,57,Business travel,Business,2692,1,1,4,1,5,4,5,5,5,5,5,3,5,4,0,0.0
1,Loyal Customer,55,Business travel,Business,2745,2,2,2,2,3,3,5,4,4,4,4,5,4,5,0,
1,Loyal Customer,24,Personal Travel,Eco,2383,4,1,4,3,3,4,3,3,4,1,3,4,2,3,0,5.0
0,Loyal Customer,46,Business travel,Eco Plus,619,2,4,4,4,3,4,3,2,2,2,2,1,2,1,57,60.0
1,Loyal Customer,34,Business travel,Business,1556,0,0,0,3,5,5,4,2,2,2,2,4,2,5,4,0.0
1,Loyal Customer,12,Personal Travel,Business,2102,5,2,2,2,5,5,5,5,5,4,4,4,5,5,9,1.0
1,Loyal Customer,65,Personal Travel,Business,300,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,0.0
0,Loyal Customer,56,Personal Travel,Eco,1838,2,5,4,1,3,4,3,3,4,4,5,3,4,3,33,53.0
1,Loyal Customer,49,Business travel,Business,2343,4,4,5,4,3,5,5,4,4,4,4,5,4,5,51,33.0
0,Loyal Customer,34,Personal Travel,Eco,2705,3,3,3,4,2,3,2,2,1,5,4,2,4,2,2,27.0
1,disloyal Customer,49,Business travel,Business,2133,5,5,5,1,3,5,4,3,4,3,5,3,4,3,4,0.0
1,Loyal Customer,48,Business travel,Business,224,5,5,5,5,2,4,4,3,3,4,4,4,3,3,0,0.0
0,disloyal Customer,24,Business travel,Eco,1423,3,5,3,5,1,3,1,1,3,5,4,4,5,1,79,88.0
1,Loyal Customer,50,Business travel,Business,1781,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0,0.0
1,Loyal Customer,11,Personal Travel,Eco,3124,5,4,5,5,1,5,1,1,3,2,4,3,4,1,19,1.0
1,disloyal Customer,57,Business travel,Business,3087,3,3,3,3,5,3,5,5,5,5,4,4,5,5,0,1.0
1,Loyal Customer,51,Business travel,Business,3587,2,2,2,2,2,5,5,4,4,5,4,4,4,4,67,59.0
1,Loyal Customer,40,Business travel,Eco,3386,2,1,1,1,2,3,2,2,3,5,4,5,3,2,0,0.0
1,Loyal Customer,68,Personal Travel,Eco,862,5,1,1,1,2,2,2,5,5,5,5,3,5,1,13,14.0
0,Loyal Customer,11,Personal Travel,Eco,2764,3,1,3,3,3,1,1,1,4,3,3,1,3,1,49,162.0
0,Loyal Customer,44,Personal Travel,Eco,2080,1,2,1,3,1,1,1,1,3,3,4,4,4,1,3,0.0
1,Loyal Customer,55,Business travel,Business,1722,4,4,4,4,3,4,4,3,3,4,5,4,3,3,0,0.0
1,Loyal Customer,27,Business travel,Business,4538,0,4,0,5,5,5,5,5,3,3,1,4,2,5,0,0.0
0,Loyal Customer,37,Business travel,Eco,1258,1,5,5,5,1,1,1,1,4,3,2,3,3,1,0,4.0
1,Loyal Customer,54,Business travel,Business,2289,1,1,1,1,3,3,5,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,12,Personal Travel,Eco,2064,2,3,3,3,2,2,5,2,2,2,2,3,2,2,10,7.0
0,Loyal Customer,61,Personal Travel,Eco,1407,3,2,3,3,3,3,3,3,4,1,4,2,3,3,0,0.0
0,Loyal Customer,59,Personal Travel,Eco,1490,3,5,3,3,5,3,5,5,4,4,5,3,5,5,0,0.0
1,disloyal Customer,22,Business travel,Business,1595,5,3,4,1,3,4,3,3,4,2,5,3,4,3,26,32.0
1,Loyal Customer,25,Personal Travel,Eco,1960,4,5,4,4,4,4,4,4,5,2,4,5,4,4,2,4.0
1,Loyal Customer,54,Business travel,Business,1963,3,4,3,3,4,4,5,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,39,Business travel,Business,396,5,5,5,5,5,4,4,3,3,2,3,3,3,4,0,0.0
0,Loyal Customer,46,Personal Travel,Eco,202,3,5,3,4,2,1,5,5,5,3,5,1,5,4,55,45.0
1,Loyal Customer,46,Personal Travel,Eco,577,0,0,0,5,2,4,5,1,1,1,1,3,1,5,31,31.0
1,Loyal Customer,59,Business travel,Business,2999,5,5,5,5,3,5,5,4,4,4,4,5,4,5,32,20.0
1,Loyal Customer,26,Personal Travel,Eco,1351,2,4,2,2,5,5,5,5,3,4,4,5,5,5,15,11.0
1,Loyal Customer,36,Business travel,Business,1650,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,5.0
0,Loyal Customer,19,Personal Travel,Eco,2449,2,4,2,2,5,2,3,5,5,5,4,5,4,5,0,0.0
1,Loyal Customer,26,Business travel,Business,2133,1,1,2,1,5,5,5,5,4,2,1,2,3,5,0,0.0
1,Loyal Customer,28,Business travel,Business,3942,5,5,5,5,4,4,4,4,1,2,3,3,5,4,0,0.0
0,Loyal Customer,22,Personal Travel,Eco,2706,2,5,1,3,3,1,2,3,5,4,5,4,5,3,0,40.0
1,Loyal Customer,49,Business travel,Business,932,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,0.0
1,Loyal Customer,28,Business travel,Eco,3725,5,2,2,2,5,5,5,5,1,5,4,4,5,5,8,0.0
1,Loyal Customer,34,Personal Travel,Eco,3351,2,2,2,2,2,4,4,5,5,5,5,3,5,5,104,104.0
1,Loyal Customer,46,Business travel,Business,1684,2,2,2,2,5,3,4,2,2,2,2,4,2,3,21,1.0
1,Loyal Customer,28,Business travel,Business,3541,1,1,1,1,2,2,2,2,3,5,5,4,2,2,0,0.0
0,disloyal Customer,43,Business travel,Eco,1613,4,3,5,3,1,5,1,1,3,5,3,3,4,1,12,20.0
1,disloyal Customer,46,Business travel,Business,3102,2,2,2,5,1,2,3,1,5,3,4,5,5,1,2,0.0
0,Loyal Customer,37,Business travel,Eco,2195,3,1,1,1,3,3,3,3,4,2,3,2,3,3,0,16.0
0,disloyal Customer,25,Business travel,Business,1737,2,0,2,5,5,2,5,5,5,3,5,5,5,5,0,0.0
0,disloyal Customer,36,Business travel,Eco,2300,2,2,2,2,2,2,2,2,3,2,1,5,3,2,0,0.0
0,disloyal Customer,15,Business travel,Eco,2747,1,1,1,1,2,1,2,2,3,5,4,3,5,2,0,0.0
1,Loyal Customer,56,Personal Travel,Eco,1106,2,2,4,2,3,4,5,2,2,2,2,4,2,4,43,58.0
1,Loyal Customer,59,Business travel,Business,727,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,5.0
1,Loyal Customer,30,Business travel,Business,3141,4,4,4,4,4,4,4,4,2,1,2,4,2,4,0,0.0
1,Loyal Customer,37,Business travel,Business,632,5,5,3,5,4,5,4,4,4,4,4,4,4,5,0,0.0
0,disloyal Customer,38,Business travel,Eco,2191,1,4,1,3,2,1,2,2,3,5,3,2,4,2,24,24.0
0,disloyal Customer,18,Business travel,Eco,1681,3,1,3,4,4,3,3,4,4,2,3,4,4,4,0,0.0
1,Loyal Customer,30,Business travel,Business,2827,5,5,5,5,4,4,4,4,1,4,4,1,1,4,0,0.0
